question,answer,id
안녕하세요 제가 지금 부전으로 경영이 되어 있는데이번 5월 변경신청기간에 이중으로 국통을 하려합니다. 그런데 만약에 이중 변경에서 떨어지면 담학기에 그대로 부전 경영이 되는건가요?? 부전으로라도 다시 변경할 수 있는 기회가 없나요?,1. 이중전공 신청에서 탈락하면 기존의 이중(부전)은 계속 유지됩니다 2. 이중과 부전 신청은 서로 별개입니다 국통으로 이중을 신청했다가 떨어지면 추후에 부전으로 다시 신청할 수도 있습니다,112519890
안녕하세요 조교님제가 저번학기 세계주요문화와통번역의역할(세문통) 과목 f를 받았는데요. 이번 학기 수강신청 때 같은 과목에 재수강 체크하고 신청을 했습니다. 재수강 연결을 하려고 보니 아예 뜨지가 않는데 이럴 경우 초수강으로 바뀌게 되나요? 아니면 재수강 학점으로 써버리게 되는 건가요?,동일한 과목으로 재수강을 신청하셨기 때문에 자동으로 연결된겁니다 따로 재수강 연결을 할 필요 없습니다,112514823
안녕하세요 조교님이중 변경을 5월 달에 하면 2학기부터 변경된 이중으로 강의를 듣는건가요? 아니면 여름 계절학기 부터 들을 수 있나요? 그리고 일단 1학기는 기존 부전공으로 강의를 듣는거 맞나요?,1. 그건 학과에 따라 다를 수 있습니다 비전공생의 수강신청에 제한을 두지 않는 학과라면 이중전공 합격여부에 상관없이 신청할 수 있죠 비전공생 수강을 제한하는 경우가 좀 복잡한데 계절을 신청하는 시기엔 아직 이중전공 배정이 확정되지 않을 때이므로 이건 학과 측에 수강신청을 따로 문의하셔야 합니다 2. 어차피 이중으로 바꾸실 생각이라면 굳이 부전을 들을 필요는 없지요 같은 전공이라면 나중에 부전학점을 이중으로 인정받을 수 있지만 바꾸고자 하는 전공이 서로 다르다면 나중에 이중이 되었을 시 기존의 부전은 자선 처리가 되기 때문입니다,112461913
안녕하세요 조교님!재수강 연결방밥 대로 종합정보시스템-수업수강관리-재수강과목선택메뉴를 들어갔는데안내사항 및 이전성적 연결현황에 ‘동일교과로 자동연결되었습다 ‘ 라고 나와있습니다. 그럼 학사공지에 나와있는대로 재수강할 이전 성적을 선택해 재수강연결을 할 필요없이 아무것도 안해도 된다는 건가요? 감사합니다.!,네 동일교과로 자동연결되었다면 따로 재수강 연결을 할 필요 없습니다,112204241
안녕하세요 조교님!제가 맨 처음에 이중전공을 gbt로 신청했다가이중전공 경영으로 변경하려고 시도했는데자체시험에 2번이나 떨어져 변경을 실패했습니다그래서 지난 겨울방학(2019년)에 부전공으로 경영을 선택을 하고 2020년도 1학기 이중전공 변경기간에 경영으로 신청하려고 합니다한번 종합정보시스템을 들어갔는데 사진과 같은 내용이 있더라고요신경쓰지 않고 변경기간에 경영으로 신청하면 되는건가요?,이중전공 변경은 재학 중 1회만 허용되는데 학생의 경우엔 신청을 했다가 탈락을 했으므로 기회가 아직 유효합니다(사진은 기존의 결과가 계속 뜨는 걸로 보이네요) 따라서 이번학기에 다시 신청하시길 바랍니다,112132727
이중전공을 바꾸고싶은데 혹시 바꾸게 된다면 그전에 받은 학점은 이어가는 건가요? 아니면 소멸되는 건가요?,윗분 말씀대로 자선학점으로 처리됩니다,112064305
조교님 혹시 등록휴학 후 자퇴할 경우 이번학기 등록금 환불이 가능한가요?,자퇴를 하시면 바로 등록금 환불을 신청하실 수 있습니다 학종지에 문의바랍니다,112063892
졸업유예 기간동안 학점 취득이 가능한가요?,수료생(졸업대기) 신분이라면 안 됩니다,112052180
조교님 제가 인간과 사회 2학점 짜리 과목 씨쁠을 맞았었는데 이걸 언어와 문학 3학점 짜리 페논패 과목으로 재수강 연결이 가능하나요??,선택교양끼리는 카테고리 상관없이 재수강 연결이 가능합니다,111943260
"안녕하세요 조교님.2019-2학기에 8학기 까지 마치고, 현재 사정상 2학점이 남은 상태로 휴학중입니다. 전공과 이중전공 학점은 다 채운 상황이나, 총 취득학점이 132학점이라 2학점이 모자랍니다. 추가학기를 들어야 하는 상황인데요, 이 경우 2020 여름 계절학기 때 2학점 수강 후 수료가 가능한지 궁금합니다. 답변 부탁드립니다-!",휴학생이 계절을 이수하면 그 다음 정규학기에 무조건 복학을 해야 학점이 인정됩니다 따라서 휴학 중인 상태에서 계절만 듣고 바로 졸업을 할 순 없습니다,111800950
교양영어 재수강 하는 학생은 온라인 과제 하려면 전에 썼던 책이 있는 코드로 할 수 있는건가요? 아니면 새 책으로 해야하나요?,음...과제와 관련된 사안은 담당교수님께 직접 여쭤보시는 게 좋을 것 같습니다 그건 교수님들마다 허용 여부가 다를 듯 하네요,111713683
조교님안녕하세요.동일년도 내에서 학점이월이 가능한 것에 대하여 질문드립니다.1. 봄학기에 휴학을 하고 가을학기에 복학하면 학점은 최대 20일 뿐인가요..? 22이렇게는 못듣는지..ㅠㅠ2. 봄학기에 교환학생을 가서 17학점을 이수받으면 가을학기에 외대에서 23학점을 들을 수 있나요?,1. 봄학기(1학기)에 휴학을 하셨다면 가을학기(2학기)엔 학점이월을 받을 수 없습니다 봄학기에 다니던 도중 남긴 학점을 가을로 이월하는 제도거든요 봄학기를 안나녔으면 해당이 없죠 2. 그건 캠퍼스에 따라 다릅니다 국내외교류자는 글캠의 경우 최대 2학점 이월이 가능하지만 설캠은 불허합니다(봄학기 때 본교에서 학기를 들은 학생만 허용),111677646
안녕하세요 만약에 이중a->이중b로 변경하고 다시 이중b->부전공b로 내리는 것도 가능한가요?,네 가능합니다 이중a를 바로 부전b로 내릴 수도 있습니다,111649639
혹시 미리 복학신청을 할 수 있는지 궁금합니다. 공무원 임용유예시에 재학증명서가 필요합니다. 허나 임용유예 시기가 복학신청을 하는 시기 보다 빨라서 휴학생인 신분이 됩니다. 그래서 혹시 미리 복학신청을 해서 재학증명서를 뽑을 수 있는지 궁금합니다,"음...공무원 임용유예라면 휴학증명서도 가능할텐데요 애초에 임용유예를 허용하는 것 자체가 대학에 다니고 있는 합격자가 졸업을 할 때까지 학업을 보장하는 제도인데 그건 재학생, 휴학생 여부가 상관이 없지요 공무원 선발 기관에 문의해보시길 바랍니다",111402479
1학년 자퇴후 재입학 가능한지요? 일학기를 끝내고 가능한지 궁금합니다,재입학 시행규정 상 총 취득학점이 없고 평점평균이 0.0이라면 재입학이 불허됩니다 따라서 최소 1개학기 이상 이수하여 학점 및 평점을 취득해놓아야 합니다 또한 자퇴를 하면 1개 학기 이상 경과해야 재입학을 신청할 수 있습니다,111342338
안녕하세요 조교님교환학생제도에 대해서 궁금증이 생겨서 학교 홈페이지를 둘러보다가 궁금한 점이 생겼는데요. 국제교류팀 홈페이지에서 협정현황을 보면 조지타운 대학교와의 협정이 체결된걸로 나옵니다. 하지만 막상 국제교류프로그램의 교환대상대학교에 들어가보면 조지타운 대학교는 빠져있는데요. 조지타운 대학교와는 어떤 협정이 되어있는건지 어디서 알수가 있을까요?,"홈페이지는 최신화가 잘 안되어 있어서 구체적인 정보를 얻기 어렵습니다 그리고 협정이 맺어졌다고 해도 학부 간의 교류가 아닌 대학원, 연구소 간의 교류만 맺어진 경우도 있지요 특정 대학에 대한 정보는 국교팀에 직접 전화로 문의해보시는 게 가장 빠르고 정확합니다",111239948
안녕하세요 조교님 수강편람을 읽다가 조금 헷갈리는 부분이 있어서 문의드립니다17학번 기준 졸업 필수 교양에 있어서 자유선택교양 부분에 대해서 질문 드리고 싶습니다기초교양과 핵심교양을 다 이수하고 남은 12학점을 교양영역에서 자유롭게 이수하는것이라고 되어있는데한국외대 앱 성적조회상에서 교양영역 35라고 표시되어있는것은 제가 교양영역에서 졸업 요건을 충족했다고 보아도 되는것인가요??,"미네르바, 교양외국어, 세미나 등 필수교양 + 각 카테고리별 이수학점 + 그 외의 교양학점(선택)으로 편람 상의 총 교양학점을 초과해서 채우면 됩니다",111234911
안녕하세요 조교님.. 제가 막학긴데 훕스 커리어 수강하는 걸 깜빡했는데요.. 계절학기로 듣는 게 가능할까요? 마지막 학점은 계절학기로 못채운다는 말을 어디서 들어서 심란하네요 ㅠㅠ,최종학기 직후 바로 그 다음계절까지는 수강이 가능합니다,111114039
안녕하세요 조교님 :)건강 꼭 잘 챙기시구 기분 좋은 날들 많으시길 바랍니다!다른 게 아니라 제가국제학에서 국통으로 부전공을 변경했습니다 :)이전에 들었던 국제학의 principles of Economics(1)을 재수강 하려는데 국통 principles of Economics(1)으로 연결할 수 있을까요..??전화를 돌려봐도 제대로 설명해주는 곳이 없어서 질문 드립니다!언제나 감사드립니다 :),전공과목의 재수강은 최초 수강한 학과의 과목으로만 가능합니다,111097777
"에타조교님! 코로나 항상 조심하세용.수강편람을 보면 7-8학기까지 졸업 조건 학점 다 채워야 후기 이중을 신청 할 수 있다고 들었습니다. 신청 기간이 4월달이라고 되어있던데 그럼 제가 지금 18학번 이고  이제 3학년을 시작하면, 3학년-5,6학기/ 4학년 -7,8학기 니까 4학년내에 조건을 만족하고 5-1학기에 신청 하면 되나요...? 그럼 5-1 봄에 시작하는게 맞는건가요?",4월에 신청하실 때 7~8학기 재학생이어야 합니다 신청 후 8학기까지 졸업학점을 다 채우면 그 때 최종승인이 되어서 후기이중으로 9학기를 듣게 됩니다,111086527
총 재수강 학점도 제한이 있나요? 한 학기동안 듣는거 말구요.,대신 답해주셔서 감사합니다^^,111035424
안녕하세요 조교님! 이번에 칠쁠일을 우선선발로 지원했는데 코로나 때문에 우리나라에서 선발을 완료하여도 파견 취소가 될 수 있다고 들었습니다. 이 경우 파견 취소가 되어서 2020-2에 못가고 2021-1에 칠쁠일 파견 재 신청을 한다면 우선선발로 지원할 수 있나요? 우선선발로 한번 뽑혔었다고 못가면 우선선발이 증발하나 궁금합니다ㅜㅜ,음...이번 코로나가 좀 예외적인 경우라서 이건 어떻게 조치가 될지 저도 잘 모르겠네요 다만 우선선발은 학교에서 100프로 선발을 하는거니 학교 측에서 구제 방안을 마련할 것 같긴 합니다 국제교류팀에 문의하셔서 따로 대책이 있는지 확인바랍니다,111022485
항상 고생 많으십니다ㅜ제가 이번학기에 복학신청을 했다가 다시 취소하려고 보니 복학신청후 취소는 학종지 방문신청만 된다네요ㅠㅠ그러면 혹시 수강변경 기간때 신청한 과목을 모두 삭제하고 버티면 어떻게 되는지 아시나요? 감사합니다ㅠ,이미 등록이 된 상태에서 수강신청학점이 0학점이라면 평점이 0.0이 되면서 학사경고처분을 받습니다 따라서 휴학을 원하신다면 학종지에 방문하셔서 신청을 하시길 바랍니다,111018983
조교님 안녕하세요 혹시 페논페 과목 페일받을시에 f가 기록에 남나요? 나중에 성적증명서 뽑았을때요!! 이수학점에 포함안된다는건 알고있습니다!,기록 안됩니다 그냥 아예 안들은걸로 보시면 됩니다,111012957
조교님 안녕하세요 고생이 많으십니다ㅠㅠ다름아니라 영역별 취득학점을 보니 1학년때 들었던 전공과목이 자선학점 영역에 포함된 걸 발견했습니다. 이 자선학점을 전공학점으로 수정하려면 어디에문의하면 될까요??,학종지 인문대 담당자에게 문의하셔서 해당 학점을 전공으로 변경해달라고 하십시오 (이수구분정정신청),110989754
안녕하세요 조교님 고생많으십니다. 이번 8학기가 막학기이고 20학점 듣는 재학생인데 이번학기에 좋은 성적을 얻어도 장학금을 받을 수 있나요?,성적장학금은 다음학기 등록금에서 차감되므로 8학기로 졸업하면 장학금 수혜를 받을 수 없습니다,110978382
"조교님 안녕하세요한 학기 최대 수강신청 가능한 학점이 20점으로 알고 있는데,이 중 재수강하는 과목도 포함인가요?재수강하는 과목은 이미 들었던 과목이라 당해 학기 학점에는 카운트가 되지 않는다는 말을 들어서요.",재수강 여부와 상관없이 학기당 최대이수학점은 20학점입니다 (글캠 통대는 22학점),110939834
조교님 안녕하세요 수고 많으십니다 :)다름이 아니라 제가 통대생인데 부전공에다가 교직이수를 하고 있어요! 그렇다면 졸업 학점은 어떻게 되는건가요??1. 전공70+부전21+교양32+교직22=145따라서 5학점은 자유롭게 이수2. 전공70+부전+21+교양32+자선27=150 이수 후 교직 22학점 추가. 총 172학점 이수이 둘 중에 뭐가 맞는건가요?ㅠㅠ 감사합니다,1번이 맞습니다,110891116
"조교님 안녕하세요!저는 현재 3학년 1학기 이수중인 18학번 학생입니다.Flex 시험 관련해서 물어보려합니다.flex 시험성적을 학종지 교양영어담당 교수에게 제출하면 실용외국어 교양선택 항목으로 2학점을 받을 수 있다고 들었는데, 18학번인 저에게도 해당되는 내용인지 궁금합니다. 해당될 경우, 4월 19일에 시행되는 2020년 제1차 시험 듣기/읽기 시험을 치루면 되는것인지도 여쭙고자 글 남깁니다!","15학번 이후부터 플렉스 듣기, 읽기 성적으로 701점 이상을 취득하면 실용외국어(교양) 2학점이 인정됩니다",110864264
조교님 안녕하세요! 저는 4학년 2학기 이수중입니다. (다음학기 9학기 예정입니다)4학년은 12학점 미만도 들을 수 있다고 하던데 9학기 예정이어도 12학점 밑으로 들을 수 있나요? 지금은 수업 잡느라 12이상으로 등록 되어있는데 1~2과목 드랍하고 싶어서요... !,4학년부턴 12학점 밑으로 드랍 가능합니다,110796080
조교님 안녕하세요!옛날에 교직 신청에 선발되어서 교직 수업 6학점을 수강한 상태인데요현재는 교직이수를 포기한 상태인데 따로 이수를 포기하는 절차를 거쳐야 하나요?또 그동안 들었던 수업들은 자선으로 넘어가나요? (현재 종합시스템에는 6학점이 교직 취득학점으로 분류되어 있는 상태입니다.),1. 학종지 교직담당자에게 문의하셔서 따로 포기 절차를 밟으시길 바랍니다 2. 자선으로 분류됩니다 (단 전공교류를 허용하는 학과도 있으니 이 부분은 수강편람 마지막페이지 수강유의교과목 현황을 참고바람),110772625
조교님 안녕하세요청강은 학점으로 안들어가는거 맞나요? 그럼 만약 현재 최대 학점임에도 불구하고 청강 할 수 있는거죠?!,"청강은 학점 부여, 평점 부여가 전혀 없습니다 따라서 신청에도 제한이 없습니다",110766505
"조교님 수강편람을 읽었는데 모르는 부분이 있어서 질문드려요. 통대 졸업학점이 150학점이고 전공 최소가 70학점인데 전공심화를 하면 전공 최소학점이78학점, 교양 최소학점이 32학점으로 이렇게 하면 총110학점이잖아요 그럼 나머지 40학점은 전공이나 교양에서 채우면 되는게 맞나요? 그리고 이 40학점은 자선으로 들어가나요?",이중이나 부전을 말씀 안하시는걸 보니 단일전공(전공심화)이신거 같은데 졸업배분표 상의 영역별 이수학점을 다 채우셨다면 나머지는 자유롭게 채우시면 됩니다,110642520
조교님 안녕하세요!혹시나 도움을 받을 수 있지 않을까해서 문의드려요.제가 이중신청을 중외통으로 했다가 바로 경영부전으로 바꿨어요! 혹시 여기서 경영이중으로 올리는거 가능한가요?,기존에 이중전공 변경신청으로 이중을 배정받은 적이 없다면 가능합니다 즉 중외통을 신청하신게 1학년 때라면 아직 변경기회가 남은 겁니다,110548730
조교님 안녕하세요! 항상 친절하신 답변 감사합니다ㅠ제가 여쭤 볼 것은요 이번에 공지를 보니까 휴학 신청기간이 4월 8일까지라고 하는데 저는 이미 이번학기 등록금을 낸 상태입니다 그런데 이번학기에 제가 휴학을 해야할 것 같아서 휴학 신청을 하려고 하는데 4월 8일까지는 휴학을 신청하면 제가 이번에 낸 등록금 전액이 나중에 제가 복학할 학기 등록금으로 옮겨지는건가요? 복학할때는 등록금을 낼 필요 없는거 맞죠?,등록휴학으로 처리되므로 다음학기 복학 시엔 등록금을 낼 필요 없습니다 그냥 복학신청만 하시면 됩니다,110516588
조교님 중도휴학기간은 언제까지인가요?또 중도휴학에는 특별한 사유가 있어야하나요??,중도휴학기간이라는건 따로 없고 학기 1/4전에 학종지에 문의해서 휴학 신청을 할 순 있습니다,110505135
이중전공 변경하기 전에 해당 전공 수업 들었는데 성적표에 자선으로 표시되더라고요. 이중전공으로 학점 인정 가능한가요?,A전공을 B전공으로 바꿨기 때문에 기존의 A전공수업들은 모두 자선이 됩니다 현재 학생은 A전공을 이수하는게 아니니까요,110495102
혹시 이미 씨쁠 받아버린 과목들은 성적에서 버리기 안되나요..? 만회 방법이 재수강 뿐인가요ㅠ,안타깝게도 본교엔 학점 포기제가 없기 때문에 윗분 말씀대로 재수강을 하셔야됩니다 ㅠㅠ,110425478
조교님 안녕하세요:)다름이 아니라 재수강 체크해서 수강신청했는데 재수강으로 수강하고 싶지 않아서요.. 나중에 과목 연결만 안하면 재수강으로 안들어가나요??,네 재수강 연결기간에 연결하지 않으면 자동으로 초수강 처리됩니다,110349306
안녕하세요 14학번 부전공 질문입니다인문대전공 54 부전공 21 교양 26. 이최소학점이고총 134학점을 들어야하는데그러면 33학점이 남습니다. 이것을(자선(?)) 교양으로 다듣는다면. 졸업할때까지 교양을. 59학점 듣게 되는것인데 맞는건가요?걱정이되어서요 교양이 너무 많다보니ㅠ,대신 답해주셔서 감사합니다^^,110342763
조교님 항상 수고하십니다!!!다름이 아니라 제가 자비유학을 와서 오기전에 수강신청은 했습니다. 휴학신청을 그제 한 상태인데 다시 한국으로 돌아갈지 고민하고 있습니다! 아직 휴학신청 한 건 미결상태인데 지금이라도 취소하면 시간표는 남아있는건가요???,휴학이 결재되면 수강신청내역은 자동으로 삭제됩니다 따라서 본교에 복학하실거나면 빨리 휴학신청을 취소하시길 바랍니다,110270146
조교님 안녕하세요. 교환학생에 관해 질문이 있어 올립니다.몇몇 글을 보았을 때 최소12학점을 취득해야 다음 학기 국장을 받을 수 있다고 하는데 그 이하이면아예 받을 수 없나요..? 국교팀에 전화했더니 한국장학재단에 물어보라해서 물어봤더니 학교에서 정한 최소 학점(6)만 맞추면 된다 하더라고요.. 답변 부탁드려요ㅠㅠ,음...교환직후 바로 다음학기 국장을 물어보신듯 하네요 근데 교환은 패스패일로 학점이 나오기 때문에 성적산출이 안되죠 따라서 보통은 국장 신청 시 성적기준은 교환학기가 아닌 그 직전학기를 기준으로 합니다,110227282
안녕하세요 조교님:) 항상 감사합니다!!저는 본전공 통대/부전공 경영이고 이중으로 경영을 올리고 싶은데 막학기까지 티오가 안날 수도 있을것같아서 후기 이중을 생각하고 있습니다제가 궁금한 것은 8학기까지 제가 채워야하는 졸업학점이 뭐가 기준이 되는것인지입니다제가 지금 부전공이니까 전공+부전공을 이수할때의 졸업요건학점인지 전공+이중전공을 이수할때의 졸업학점인지요!!또한 예를 들어 제가 후기 이중을 하기 위해 8학기까지 전공+이중전공학점인 150학점을 다 들었다치면 9학기때는 150학점을 초과해서 제가 안들은 경영 수업중에서 아무거나 하나 이상 들으면 경영이 이중전공으로 인정되는건가요??? 후기 이중 9학기에 대한 등록금은 어떤식으로 책정되는지도 궁금합니다.,"1. 후기이중은 부전을 이중으로 올리는 제도입니다 따라서 부전이 기준인데 전공, 부전, 교양 등 졸업에 필요한 모든 학점을 8학기 내로 다 이수해야 최종승인이 됩니다 물론 그 전에 후기이중을 신청해두어야 하고요 2. 후기이중은 추가학기 이수가 필수이므로 8학기까지 이중학점을 다 채웠다해도 9학기에 수업을 하나 이상은 들어야 합니다 3. 등록금은 추가학기부터 이중전공의 단과대 기준으로 고지됩니다",110227138
"조교님 안녕하세요 궁금한게 있어서 글을 올리게 됐습니다.(졸업인증) 외국어 가산점 제도에 관련해서 여쭤볼게 있습니다. 정규 과정, 비정규 과정, 잉글리시존, 잉글리시 클리닉. 이 네가지를 전부 이수해야 가산점을 받을 수있는 건가요?  제가 이 프로그램중 정규 과정(잉글리시 서바이벌1,2) 만 이수 했는데 가산점을 받을 수있나요? 만약 가능하다면 정규과정 200점의 가산점이 어떤식으로 주어지는지도 궁금합니다. 토익시험 인증기준 점수가 낮아지는건가요..?",어떤 과정을 이수하든 1000점을 다 채우면 졸업영어인증이 대체됩니다 근데 1000점을 채우기도 어려울 뿐더러 그 이하로 들은건 토익 기준 점수을 낮추는 식의 혜택도 없기 때문에 보통은 다 토익으로 인증을 하죠,110126691
조교님 혹시 더이상 신입생을 받지 않는 융합전공도 5명이 안되면 폐강되나요?(정보기록학 전공),전공수업의 폐강은 각 전공마다 기준이 다르기 때문에 이건 학종지 융합전공 담당자에게 문의바랍니다,110121953
안녕하세요 조교님저는 현재 막학기를 다니고 있는 4학년입니다막학기지만 남은 학점은 22학점이라 어떻게든 계절 아니면 9학기를 들어야하는 것으로 알고 있었는데최근 동기 중 하나가 막학기생은 별도로 추가 문의를 하면 22학점을 수강할 수 있게 해준다는 얘기를 어디서 들었다고 말해줘 정말인지 여쭤보려고 합니다개강하셔서 바쁘실걸로 알지만 염치불고하고 한번 물어봅니다;(,졸업학점이 모자른다면 최종학기에 한해서 최대이수학점을 1~2학점 정도 늘려줍니다 학종지에 문의하셔서 조치를 받으시길 바랍니다,110112795
"에타조교님, 안녕하세요! 간절한 마음으로 문의드려요.졸업논문을 쓰기 위해 수강해야하는 수업을 3-2학기에 듣고, 4-1학기에 졸논 제출하면서 심사받아도 되나요?!다른분들이 졸논수업은 4-1학기에, 졸논 제출 및 심사는 4-2학기에 해야한다고 들어서요ㅠㅠㅠㅠㅠ아시는분들 중에 알려주신다면 정말 고맙겠습니다!",졸업논문 및 심사는 3학년 2학기 수료생부터 가능합니다 그래서 보통은 4학년이 심사를 받고 간혹 3-2까지 마친 휴학생이 받기도 하죠 다만 논문수업은 학과마다 학년제한이 다를 수 있기 때문에 이건 학과에 문의바랍니다,110088912
안녕아세요 조교님제가 새내기인데 대학외국어 그 등급나눠서듣는 수업있잖습니까? 그거 놓쳤어요.. 그거 1학년 1학기때 들어야하는 교필 아닌가요? 자리도 적고.. 그거 놓치면 대학외국어 아무거나 들어야하는건가요? 안그래도 진리라서 걱정인데 강의도 못듣고.. 2학년때 또 들을수 있는건가요?,저는 4학년 때 들었습니다 졸업전까지만 들으면 되니 걱정하실 필요없습니다^^,110066515
"안녕하세요 조교님! 제가 중외통 전필과목인 기초중국어(1)을 재수강하려고 하는데요, 기존에는 4학점짜리였던 수업인데 이번에는 6학점으로 바뀌었더라구요.재수강하게 되면 2학점이 추가로 인정되는건지가 궁금합니다!!",네 4학점 대신 6학점으로 인정되는거니 결과적으론 2학점이 플러스됩니다,110006543
안녕하세요 조교님제가 2019-2 휴학한 상태로겨울 계절을 들었는데요!종정시에서 성적이 확인이 안 돼서요 ㅠㅠ 성적 뜬 것까지는 확인 했었는데지금 확인할 수 있는 방법은 없나요?감사합니다,20-1학기 복학이 완전히 확정되어야 종정시에 올라갑니다 보통 학기 2/4 이후에 뜹니다,110005049
"안녕하세요 조교님제가 1학년때 신입생세미나 과목을 페일 해서 이번에 다시 듣는데, 재수강연결기간에 재수강으로 연결해야할까요??감사합니다!",패논페는 재수강 대상 수업이 아닙니다 페일을 받았다면 그냥 다시 신청해서 들으시면 됩니다,109992189
안녕하세요 조교님!이번에 영어대교류로 들으려고비고란에 교류라고 써있는 과목을 수강신청했는데왜 구분에 자선으로 들어가는지 모르겠어요ㅠㅠ전 영어대가 1전공인데 전에 했을때는 교류과목도 1전공으로 표시되었는데 왜 구분에 자선이라고 뜨는걸까요?비고란에 분명히 영어대교류과목이라고 쓰여있는데 들으면 인정이 안되나요..?ㅠㅠ,타 전공 수업이므로 처음엔 자선으로 분류됩니다 다만 교류가 가능한 수업이니 추후 학종지에 이수구분정정신청을 하시면 전공으로 바꿔줍니다,109985318
