,글쓴이,내용,더보기,id,작성시간,좋아요,댓글 수
17,익명,안녕하세요 조교님 :)건강 꼭 잘 챙기시구 기분 좋은 날들 많으시길 바랍니다!다른 게 아니라 제가국제학에서 국통으로 부전공을 변경했습니다 :)이전에 들었던 국제학의 principles of Economics(1)을 재수강 하려는데 국통 principles of Economics(1)으로 연결할 수 있을까요..??전화를 돌려봐도 제대로 설명해주는 곳이 없어서 질문 드립니다!언제나 감사드립니다 :),1,111097777,2020-03-20 15:59,1,3
18,익명,"에타조교님! 코로나 항상 조심하세용.수강편람을 보면 7-8학기까지 졸업 조건 학점 다 채워야 후기 이중을 신청 할 수 있다고 들었습니다. 신청 기간이 4월달이라고 되어있던데 그럼 제가 지금 18학번 이고  이제 3학년을 시작하면, 3학년-5,6학기/ 4학년 -7,8학기 니까 4학년내에 조건을 만족하고 5-1학기에 신청 하면 되나요...? 그럼 5-1 봄에 시작하는게 맞는건가요?",1,111086527,2020-03-20 15:20,0,2
19,익명,인턴을 마무리한 학기에 졸업할 수 있나요?2020-1학기동안 졸업요건을 충족시킬 수 있습니다.2020-2학기에는 인턴을 하고 연말에 바로 졸업할 수 있나요?,0,111065450,2020-03-20 14:08,0,1
20,익명,총 재수강 학점도 제한이 있나요? 한 학기동안 듣는거 말구요.,0,111035424,2020-03-20 12:12,0,5
21,익명,안녕하세요 조교님! 이번에 칠쁠일을 우선선발로 지원했는데 코로나 때문에 우리나라에서 선발을 완료하여도 파견 취소가 될 수 있다고 들었습니다. 이 경우 파견 취소가 되어서 2020-2에 못가고 2021-1에 칠쁠일 파견 재 신청을 한다면 우선선발로 지원할 수 있나요? 우선선발로 한번 뽑혔었다고 못가면 우선선발이 증발하나 궁금합니다ㅜㅜ,0,111022485,2020-03-20 11:14,0,1
22,익명,항상 고생 많으십니다ㅜ제가 이번학기에 복학신청을 했다가 다시 취소하려고 보니 복학신청후 취소는 학종지 방문신청만 된다네요ㅠㅠ그러면 혹시 수강변경 기간때 신청한 과목을 모두 삭제하고 버티면 어떻게 되는지 아시나요? 감사합니다ㅠ,0,111018983,2020-03-20 10:55,0,3
23,익명,조교님 안녕하세요 혹시 페논페 과목 페일받을시에 f가 기록에 남나요? 나중에 성적증명서 뽑았을때요!! 이수학점에 포함안된다는건 알고있습니다!,0,111012957,2020-03-20 10:21,0,1
24,익명,조교님 안녕하세요 고생이 많으십니다ㅠㅠ다름아니라 영역별 취득학점을 보니 1학년때 들었던 전공과목이 자선학점 영역에 포함된 걸 발견했습니다. 이 자선학점을 전공학점으로 수정하려면 어디에문의하면 될까요??,0,110989754,2020-03-20 4:00,0,2
25,익명,안녕하세요 조교님 고생많으십니다. 이번 8학기가 막학기이고 20학점 듣는 재학생인데 이번학기에 좋은 성적을 얻어도 장학금을 받을 수 있나요?,0,110978382,2020-03-20 2:37,0,1
26,익명,"조교님 안녕하세요한 학기 최대 수강신청 가능한 학점이 20점으로 알고 있는데,이 중 재수강하는 과목도 포함인가요?재수강하는 과목은 이미 들었던 과목이라 당해 학기 학점에는 카운트가 되지 않는다는 말을 들어서요.",0,110939834,2020-03-20 0:08,0,1
27,익명,조교님 안녕하세요 수고 많으십니다 :)다름이 아니라 제가 통대생인데 부전공에다가 교직이수를 하고 있어요! 그렇다면 졸업 학점은 어떻게 되는건가요??1. 전공70+부전21+교양32+교직22=145따라서 5학점은 자유롭게 이수2. 전공70+부전+21+교양32+자선27=150 이수 후 교직 22학점 추가. 총 172학점 이수이 둘 중에 뭐가 맞는건가요?ㅠㅠ 감사합니다,1,110891116,2020-03-19 21:18,0,1
28,익명,"조교님 안녕하세요!저는 현재 3학년 1학기 이수중인 18학번 학생입니다.Flex 시험 관련해서 물어보려합니다.flex 시험성적을 학종지 교양영어담당 교수에게 제출하면 실용외국어 교양선택 항목으로 2학점을 받을 수 있다고 들었는데, 18학번인 저에게도 해당되는 내용인지 궁금합니다. 해당될 경우, 4월 19일에 시행되는 2020년 제1차 시험 듣기/읽기 시험을 치루면 되는것인지도 여쭙고자 글 남깁니다!",0,110864264,2020-03-19 19:45,0,1
29,익명,조교님 안녕하세요! 저는 4학년 2학기 이수중입니다. (다음학기 9학기 예정입니다)4학년은 12학점 미만도 들을 수 있다고 하던데 9학기 예정이어도 12학점 밑으로 들을 수 있나요? 지금은 수업 잡느라 12이상으로 등록 되어있는데 1~2과목 드랍하고 싶어서요... !,0,110796080,2020-03-19 16:16,0,1
30,익명,조교님 안녕하세요!옛날에 교직 신청에 선발되어서 교직 수업 6학점을 수강한 상태인데요현재는 교직이수를 포기한 상태인데 따로 이수를 포기하는 절차를 거쳐야 하나요?또 그동안 들었던 수업들은 자선으로 넘어가나요? (현재 종합시스템에는 6학점이 교직 취득학점으로 분류되어 있는 상태입니다.),0,110772625,2020-03-19 15:11,0,2
31,익명,조교님 안녕하세요청강은 학점으로 안들어가는거 맞나요? 그럼 만약 현재 최대 학점임에도 불구하고 청강 할 수 있는거죠?!,0,110766505,2020-03-19 14:54,0,1
32,익명,"조교님 수강편람을 읽었는데 모르는 부분이 있어서 질문드려요. 통대 졸업학점이 150학점이고 전공 최소가 70학점인데 전공심화를 하면 전공 최소학점이78학점, 교양 최소학점이 32학점으로 이렇게 하면 총110학점이잖아요 그럼 나머지 40학점은 전공이나 교양에서 채우면 되는게 맞나요? 그리고 이 40학점은 자선으로 들어가나요?",0,110642520,2020-03-19 2:09,0,1
33,익명,조교님 안녕하세요!혹시나 도움을 받을 수 있지 않을까해서 문의드려요.제가 이중신청을 중외통으로 했다가 바로 경영부전으로 바꿨어요! 혹시 여기서 경영이중으로 올리는거 가능한가요?,0,110548730,2020-03-18 20:45,0,1
34,익명,조교님 안녕하세요! 항상 친절하신 답변 감사합니다ㅠ제가 여쭤 볼 것은요 이번에 공지를 보니까 휴학 신청기간이 4월 8일까지라고 하는데 저는 이미 이번학기 등록금을 낸 상태입니다 그런데 이번학기에 제가 휴학을 해야할 것 같아서 휴학 신청을 하려고 하는데 4월 8일까지는 휴학을 신청하면 제가 이번에 낸 등록금 전액이 나중에 제가 복학할 학기 등록금으로 옮겨지는건가요? 복학할때는 등록금을 낼 필요 없는거 맞죠?,0,110516588,2020-03-18 18:49,0,1
35,익명,조교님 중도휴학기간은 언제까지인가요?또 중도휴학에는 특별한 사유가 있어야하나요??,0,110505135,2020-03-18 18:09,0,2
36,익명,이중전공 변경하기 전에 해당 전공 수업 들었는데 성적표에 자선으로 표시되더라고요. 이중전공으로 학점 인정 가능한가요?,0,110495102,2020-03-18 17:36,0,5
37,익명,혹시 이미 씨쁠 받아버린 과목들은 성적에서 버리기 안되나요..? 만회 방법이 재수강 뿐인가요ㅠ,0,110425478,2020-03-18 14:14,0,4
38,익명,조교님 안녕하세요:)다름이 아니라 재수강 체크해서 수강신청했는데 재수강으로 수강하고 싶지 않아서요.. 나중에 과목 연결만 안하면 재수강으로 안들어가나요??,0,110349306,2020-03-18 10:06,0,2
39,익명,안녕하세요 14학번 부전공 질문입니다인문대전공 54 부전공 21 교양 26. 이최소학점이고총 134학점을 들어야하는데그러면 33학점이 남습니다. 이것을(자선(?)) 교양으로 다듣는다면. 졸업할때까지 교양을. 59학점 듣게 되는것인데 맞는건가요?걱정이되어서요 교양이 너무 많다보니ㅠ,1,110342763,2020-03-18 9:32,0,5
40,익명,조교님 항상 수고하십니다!!!다름이 아니라 제가 자비유학을 와서 오기전에 수강신청은 했습니다. 휴학신청을 그제 한 상태인데 다시 한국으로 돌아갈지 고민하고 있습니다! 아직 휴학신청 한 건 미결상태인데 지금이라도 취소하면 시간표는 남아있는건가요???,0,110270146,2020-03-17 23:57,0,1
41,익명,조교님 안녕하세요. 교환학생에 관해 질문이 있어 올립니다.몇몇 글을 보았을 때 최소12학점을 취득해야 다음 학기 국장을 받을 수 있다고 하는데 그 이하이면아예 받을 수 없나요..? 국교팀에 전화했더니 한국장학재단에 물어보라해서 물어봤더니 학교에서 정한 최소 학점(6)만 맞추면 된다 하더라고요.. 답변 부탁드려요ㅠㅠ,1,110227282,2020-03-17 21:50,0,1
42,익명,안녕하세요 조교님:) 항상 감사합니다!!저는 본전공 통대/부전공 경영이고 이중으로 경영을 올리고 싶은데 막학기까지 티오가 안날 수도 있을것같아서 후기 이중을 생각하고 있습니다제가 궁금한 것은 8학기까지 제가 채워야하는 졸업학점이 뭐가 기준이 되는것인지입니다제가 지금 부전공이니까 전공+부전공을 이수할때의 졸업요건학점인지 전공+이중전공을 이수할때의 졸업학점인지요!!또한 예를 들어 제가 후기 이중을 하기 위해 8학기까지 전공+이중전공학점인 150학점을 다 들었다치면 9학기때는 150학점을 초과해서 제가 안들은 경영 수업중에서 아무거나 하나 이상 들으면 경영이 이중전,0,110227138,2020-03-17 21:49,0,1
43,익명,"조교님 안녕하세요 궁금한게 있어서 글을 올리게 됐습니다.(졸업인증) 외국어 가산점 제도에 관련해서 여쭤볼게 있습니다. 정규 과정, 비정규 과정, 잉글리시존, 잉글리시 클리닉. 이 네가지를 전부 이수해야 가산점을 받을 수있는 건가요?  제가 이 프로그램중 정규 과정(잉글리시 서바이벌1,2) 만 이수 했는데 가산점을 받을 수있나요? 만약 가능하다면 정규과정 200점의 가산점이 어떤식으로 주어지는지도 궁금합니다. 토익시험 인증기준 점수가 낮아지는건가요..?",1,110126691,2020-03-17 16:49,0,3
44,익명,조교님 혹시 더이상 신입생을 받지 않는 융합전공도 5명이 안되면 폐강되나요?(정보기록학 전공),0,110121953,2020-03-17 16:37,0,2
45,익명,안녕하세요 조교님저는 현재 막학기를 다니고 있는 4학년입니다막학기지만 남은 학점은 22학점이라 어떻게든 계절 아니면 9학기를 들어야하는 것으로 알고 있었는데최근 동기 중 하나가 막학기생은 별도로 추가 문의를 하면 22학점을 수강할 수 있게 해준다는 얘기를 어디서 들었다고 말해줘 정말인지 여쭤보려고 합니다개강하셔서 바쁘실걸로 알지만 염치불고하고 한번 물어봅니다;(,1,110112795,2020-03-17 16:13,0,2
46,익명,"에타조교님, 안녕하세요! 간절한 마음으로 문의드려요.졸업논문을 쓰기 위해 수강해야하는 수업을 3-2학기에 듣고, 4-1학기에 졸논 제출하면서 심사받아도 되나요?!다른분들이 졸논수업은 4-1학기에, 졸논 제출 및 심사는 4-2학기에 해야한다고 들어서요ㅠㅠㅠㅠㅠ아시는분들 중에 알려주신다면 정말 고맙겠습니다!",1,110088912,2020-03-17 15:15,0,1
47,익명,안녕아세요 조교님제가 새내기인데 대학외국어 그 등급나눠서듣는 수업있잖습니까? 그거 놓쳤어요.. 그거 1학년 1학기때 들어야하는 교필 아닌가요? 자리도 적고.. 그거 놓치면 대학외국어 아무거나 들어야하는건가요? 안그래도 진리라서 걱정인데 강의도 못듣고.. 2학년때 또 들을수 있는건가요?,0,110066515,2020-03-17 14:23,0,6
48,익명,"안녕하세요 조교님! 제가 중외통 전필과목인 기초중국어(1)을 재수강하려고 하는데요, 기존에는 4학점짜리였던 수업인데 이번에는 6학점으로 바뀌었더라구요.재수강하게 되면 2학점이 추가로 인정되는건지가 궁금합니다!!",0,110006543,2020-03-17 11:43,0,1
49,익명,안녕하세요 조교님제가 2019-2 휴학한 상태로겨울 계절을 들었는데요!종정시에서 성적이 확인이 안 돼서요 ㅠㅠ 성적 뜬 것까지는 확인 했었는데지금 확인할 수 있는 방법은 없나요?감사합니다,1,110005049,2020-03-17 11:39,0,1
50,익명,"안녕하세요 조교님제가 1학년때 신입생세미나 과목을 페일 해서 이번에 다시 듣는데, 재수강연결기간에 재수강으로 연결해야할까요??감사합니다!",0,109992189,2020-03-17 11:00,0,2
51,익명,안녕하세요 조교님!이번에 영어대교류로 들으려고비고란에 교류라고 써있는 과목을 수강신청했는데왜 구분에 자선으로 들어가는지 모르겠어요ㅠㅠ전 영어대가 1전공인데 전에 했을때는 교류과목도 1전공으로 표시되었는데 왜 구분에 자선이라고 뜨는걸까요?비고란에 분명히 영어대교류과목이라고 쓰여있는데 들으면 인정이 안되나요..?ㅠㅠ,1,109985318,2020-03-17 10:39,0,2
52,익명,"안녕하십니까 조교님 항상 수고 많으십니다!다름이 아니라 제가 불가피하게 전공 학점을 54를 초과해 55학점을 듣게 되었습니다.제가 부전공 코스를 밟고 있고 현재 졸업까지 남은 자선학점이 13학점인데, 만약 전공학점 1학점을 초과수강하게 된다면 남은 자선학점이 12학점이 되는지 궁금하여 여쭤봅니다.",0,109983796,2020-03-17 10:34,0,2
53,익명,대학외국어가 교양으로 인정되나요?예를들어 제가 평화반인데영어도 듣고.진리반이 듣는 교양중국어를 추가로 들엇을 경우에요!,1,109983450,2020-03-17 10:33,0,1
54,ZOE1020,이중전공 변경을 신청하면 기존에 받은 이중전공 학점은 어떻게 되는건가요? 아니면 기존 이중전공 학점은 사라지고 42학점을 새로운 이중전공으로 다시 받아야하는건가요?,0,109977320,2020-03-17 10:13,0,4
55,익명,"조교님 제가 등록기간에 등록을 못해서 추가등록기간에 하려고 하는데요,국장1과 면학장학금을 다 합쳐서 등록금 0인데도, 추가등록을 해여하나요? 어떻게 하면되나요?",0,109941629,2020-03-17 2:52,0,1
56,익명,조교님 안녕하세요!타대학 교류에 대해 알고 싶어서 글 남겨요!1. 어느 학교랑 교류가 가능한지는 어떻게 알 수 있나요?2. 전공과 관련 없는 과목을 들으면 그냥 자선으로 처리되나요?3. 수강신청이나 이런 건 따로 해야 하는 건가요4. 학교에 따로 신청하는 절차나 방식을 알고 싶습니다.5. 이수 가능학점이나 학기에도 제한이 있나요?6. 타대학 전공 교류에 관해 정보를 어디서 얻을 수 있나요?,1,109908885,2020-03-17 0:32,0,1
57,익명,조교님 안녕하세요! 부전공 변경 관련 문의입니다!제가 작년에 부전공a를 신청했다가 이번에 부전공b로 바꿨습니다.. 근데 생각보다 너무 안맞아서 다시 a로 바꾸고 싶은 마음이 굴뚝같은데요... 부전공 변경신청을 두 번할 수 있나요??,0,109901567,2020-03-17 0:10,0,3
58,익명,에타조교님 안녕하세요재입학관련 질문입니다휴학을 다 쓰고 초과되어 재입학을 하게되면휴학을 또 쓸 수있는 기회가 주어지나요?아니면 박탈되나요?,1,109801271,2020-03-16 19:08,0,1
59,익명,조교님 안녕하세요!??비슷한 질문이 많아서 번거로우실텐데 감사합니다:)혹시 체육 카테고리에서 c받았던 과목을 과학과 기술 카테고리에 있는 과목으로 재수강이 가능할까요?,1,109791346,2020-03-16 18:38,0,1
60,익명,"안녕하세요 조교님! 제가 소수어과 전공수업을 수강하고 있는데 현재 수강 인원이 5-6명입니다. 혹시 폐강인원&기준에 대해서 알려주실 수 있나요ㅠㅠ? 수강편람에서도 못찾겠더라구요ㅠㅠㅠㅠㅠ그리고 현재 제가 3-2학기 재학중인데, 이번학기에 졸업논문 수업을 수강하려고 합니다. 대체로 4-1학기에 졸업논문 수업을 듣고 1년동안 작성하던데, 3학년때 수업을 듣고 작성하여 졸업전에 졸논 심사를 통과해도 상관없나요..?어떤분은 4-2학기에 맞춰서 졸논심사를 받아야한다고 말씀하시더라구요ㅠㅠ",0,109791124,2020-03-16 18:38,0,5
61,익명,"조교님~!~! 랑상 수고 많으십니다??7+1 다녀오는 학기는 정규학기 내 인것으로 알고있는데, 해당 학기에 외대에는 등록금을 안내고 외국 소재 대학 등록금은 내야하는 상황이면 햐당 학기에 국가장학금 수혜는 어떻게 되나요? ㅠㅠ7+1 다녀오고 9학기 졸업을 하게 되면 7+1 다녀오는 학기랑 9번째 학기 둘 모두 국장 수혜가 불가능한걸까요?",0,109739126,2020-03-16 16:25,0,2
62,익명,조교님 안녕하세요!교환학생과 관련해 드릴 질문이 있습니다!혹시 아너스프로그램이나 7+1제도로 학점을 인정받으면 패스엔페일로 학점이 계산되는건가요?아니면 따로 학점을 계산하는 방식이 있나요?,0,109732456,2020-03-16 16:10,0,1
63,익명,조교님 안녕하세요9학기 재학중이고 이번 1학기를 다니면 134학점을 다 채우는데 여름 계절로 전공 과목 재수강을 하거나 추가로 수업을 들을 수 있을까요? 계절은 7학기 128학점이상 이수자에게만 제한이 있고 8학기은 자유롭게 들어도 되는건가요?,0,109711801,2020-03-16 15:26,0,1
64,익명,"조교님 안녕하세요!동일과목 수강에 대해 여쭤보고싶습니다.본전공 전필과 이중전공 전필이 겹쳐서 경원론을 중복수강 해야하는 상황인데요.혹시 한 학기에 본전공에서 재수강, 이중전공에서 초수강으로 동시수강이 가능한가요?항상 고생이 많으십니다. 감사합니다.",1,109676072,2020-03-16 14:12,0,2
65,익명,안녕하세요 조교님 다름이 아니라 제가 저번 학기에 세계주요문화와통번역의역할 사이버 강의(3학점)에서 논패스를 받았는데 재수강 연결을 해야하나요?,0,109653501,2020-03-16 13:29,0,4
66,익명,"안녕하세요 조교님! 타 대학 학점 교류 관련해서 몇 가지 질문드리고 싶습니다.1. 최대 6학점 이내 수강신청이 가능한 타교와 우리 학교에 동시에 수강신청한다면, 이번 학기 최대 수강 가능 학점 총 몇 학점인가요?2. 타과 강의를 신청해서 서류 신청 당시 미네르바 대학장님 도장을 받고 '교양' 카테고리로 신청을 했는데, 이를 1전공 학과장님 도장을 받고 '자선' 카테고리로 바꿀 수 있을까요?항상 친절하게 답변해 주셔서 감사합니다. 건강 잘 챙기시고 좋은 하루 보내세요:)",1,109652930,2020-03-16 13:28,0,3
67,익명,"답변해주시느라 고생많으세요다름이 아니라 재수강 관련 문의를 드립니다. 전공어1학기 수업이 3학점으로 작년 1학기에 열렸는데, 이번 학기에는 3학점에서 2학점 수업으로 바뀌어 열렸습니다. 재수강은 저번에 들은 수업의 학점을 삭제하고, 새롭게 들은 학점으로 인정된다고 들었는데 이 경우에도 작년에 들은 3학점이 삭제되고, 올해 듣는 2학점으로 인정되는 것인지 문의드립니다.",0,109626467,2020-03-16 12:37,0,2
68,익명,안녕하세요 조교님!! 혹시 요건만된다면 조기졸업과 학석사연계과정을 둘다 신청할수 있는건가요? 이번학기 조기졸업 신청하고 다음학기에 학석사신청하려고 생각하고 있어요ㅠㅜ,0,109523487,2020-03-16 9:59,0,2
69,익명,안녕하세여 조교님!저는 지금 부전공을 이수하고 있는데요 전공심화+부전공으로 바꾸고 싶은데 바꿀 수 있을까요?? 그런데 제가 처음에 이중전공에서 부전공으로 한번 바꿔서 걱정이 됩니다.. 답변 부탁드리겠습니다 항상 감사합니다!,0,109448494,2020-03-16 1:37,0,1
70,익명,안녕하세요 조교님residential college English tutor에 대해 질문드리려고 하는데요이튜터로 선발이되었는데 이것도 교내근로 형식인가요? 국장 근로장학금을 신청하고싶어서요,0,109363126,2020-03-15 20:46,0,1
71,익명,안녕하세요 조교님 교직이수 관련해서 여쭤볼게 있습니다! 저는 제1전공으로 서양어대학 교직이수가 가능한 과를 다니고 있고 이번에 이중전공을 상경계열로 신청해서 제2전공으로 상경계열 과 수업을 듣게 됩니다 혹시 나중에 교직으로 진로를 생각해볼 수도 있을 것 같아서 이번 2학년 1학기 과목에 교직 과목을 담았는데요만약에 제가 계속 교직 과목을 듣고 교직이수를 하게 된다면 교직 자격증은 제1전공인 프랑스어 교직 자격증이 나오는 건가요?이중전공이 상경계열이기 때문에 교직 자격증이 영어 교육으로 나올 수는 없는거죠?만약 이중전공이 영어과라면 영어 교육 교직 자격증을 딸 수,0,109350675,2020-03-15 19:51,0,3
72,익명,"조교님 안녕하세요, 국내외 학점교류를 알아보고 있는 신입생입니다.학교 홈페이지를 통해 이것저것 알아보다가 해결되지 않는 부분이 있어서 이 게시판으로 문의드립니다.1. 국내외 학점교류 인정학점이 최대 35학점이라고 알고있는데, 이게 <국내대학 학점교류+교환학생 학점> 이렇게 35학점을 인정한다는 것이 맞나요?2. 국외교류 보고서를 몇개 찾아봤는데, 영어대학은 학점인정이 2학점밖에 안된다고 쓰여있는데.. 이건 무슨 의미인가요?(밑으로 보고서 내용 그대로 첨부합니다: 아직 본교에서 정식으로 학점인정을 받지는 않았지만 규정상 영어학과는 2학점밖에 인정이 안됩",1,109341573,2020-03-15 19:05,0,2
73,익명,조교님안녕하세요 올해 4학년인 학생입니다.제가 세계문화와통번역(세문통) 을 저번학기 페일했는데요이번에 재수강할때 재수강신청을눌러야하나 아님 패스페일이여서 초수강으로들어도되나 궁금합니다.재수강학점을 현재 다써버려서 재수강으로포함된다면 수강을들을수 없을거같아 질문드립니다,1,109302012,2020-03-15 15:21,0,3
74,익명,"조교님 안녕하세요!!증원 신청을 준비하고 있는데,성적증명서를 이메일에 첨부하여 제출하라고 해서 종정시랑 연결된 전자증명서 홈페이지에서 성적증명서(일반) 파일을 다운 받았습니다. (3500\)근데 발급인(저)의 주민등록번호 앞자리(생년월일)을 입력해야만 전자증명서 뷰어로 열람이 가능한데그러면 증원신청 이메일로 제 생일을 알려드리면 되는 거겠죠...?? 공지엔 그런 사항은 적혀있지 않아서..혹시 제가 엉뚱한 파일을 첨부해 보내려고 하는 건가 싶어서 확인차 여쭤봅니다... ?? 항상 감사합니다 건강 유의하세욧",1,109267036,2020-03-15 10:17,0,3
75,익명,최대 몇학기 다닐 수 있나요?,0,109213489,2020-03-14 23:16,0,2
76,익명,"조교님 안녕하세요! 항상 수고하십니다! 다름이 아니라 청강 제도에 관련된 문의인데요,1. e class에서 청강신청을 한 과목은 e class에서‘승인이 된다면’ 그 수업 관련 자료(ppt, 첨부자료)를 받을 수 있는 것인가요?    1- 2. 청강 승인여부가 따로 있나요?2. 다음주부터 2주동안 온라인 수강을 해야 하는데,청강생 또한 그 온라인 수강을 할 수 있을까요?3.청강에서 정규과목과 비정규과목의 차이는 무엇인가요?",1,109190377,2020-03-14 21:00,0,3
77,익명,"조교님 안녕하세요, 제가 이번 학기 휴학 신청을 해놓은 상태인데 월요일 수강신청 정정기간에 강의를 잡아서 복학 신청이 가능한가요...?예비 수강신청함에는 수강신청 비대상자라고 뜹니다...! 수강신청은 담기긴하구요! 항상 고생 많으십니다 감사합니다??",0,109144536,2020-03-14 15:36,0,1
78,익명,"안녕하세요 조교님 교환학생 관련 질문이 있습니다.1. 2021-1학기 교환학생에 지원하려고 합니다.2020-1 정규학기까지 성적반영이 되나요? 혹은 2020-1 여름계절학기까지 성적이 반영되나요?2. 교환학생,7+1 합격자 성적이나 지원 경쟁률을 알 방법이 있나요?3. 귀국보고서에 나와있더라도 작성일이 최근일자가 아니면 현재는 지원불가한 대학이 있는 경우도 있나요? 이 경우엔 국제교류팀에 지원가능한 대학 목록을 문의할 수 있는지 궁금합니다.",1,109137613,2020-03-14 14:43,0,3
